,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other
other_6519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6520,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,9.97
other_6521,0.15,0.00,0.01,0.01,0.00,0.00,0.02,0.00,0.00,0.71,9.11
other_6522,0.76,0.01,0.25,3.03,0.14,0.00,0.08,0.01,0.01,0.94,4.77
other_6523,0.27,0.01,0.25,2.33,0.08,0.00,0.16,0.00,0.01,0.88,6.00
other_6524,2.29,0.00,0.03,0.03,0.01,0.03,0.03,0.00,0.00,0.08,7.50
other_6525,6.89,0.00,0.01,0.01,0.03,0.02,0.02,0.00,0.00,0.01,3.01
other_6526,1.88,0.00,0.01,0.01,0.01,0.01,0.03,0.00,0.00,0.06,7.99
other_6527,2.24,0.04,0.01,0.47,0.05,0.03,0.08,0.06,0.00,1.24,5.77
other_6528,0.43,0.00,0.05,0.00,0.00,0.02,0.00,0.00,0.00,0.17,9.33
other_6529,0.49,0.00,0.04,0.00,0.00,0.02,0.00,0.00,0.00,0.13,9.32
other_6530,1.69,0.00,0.59,2.08,0.02,0.01,0.04,0.00,0.00,0.20,5.35
other_6531,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,8.88
other_6532,0.03,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.03,9.92
other_6533,0.58,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.17,9.18
other_6534,3.67,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.04,6.21
other_6535,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.16,9.83
other_6536,0.00,0.00,8.87,0.04,0.01,0.00,0.08,0.00,0.00,0.04,0.96
other_6537,2.02,0.00,5.69,0.90,0.00,0.01,0.04,0.03,0.00,0.00,1.32
other_6538,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.13,8.80
other_6539,1.42,0.00,0.01,0.00,0.05,0.02,0.03,3.30,0.00,0.05,5.13
other_6540,7.76,0.00,0.00,0.01,0.00,0.01,0.18,0.16,0.00,0.01,1.88
other_6541,3.13,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,6.86
other_6542,3.56,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,6.42
other_6543,4.95,0.00,0.06,0.00,0.01,0.00,0.03,0.49,0.00,1.54,2.93
other_6544,3.99,0.14,1.06,0.48,1.58,0.03,0.04,0.02,0.00,0.04,2.62
other_6545,0.03,0.22,0.00,0.01,0.01,9.16,0.01,0.00,0.02,0.04,0.51
other_6546,0.54,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.44
other_6547,0.24,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,9.74
other_6548,6.51,0.00,0.07,0.01,0.00,0.00,0.09,0.60,0.05,0.00,2.67
other_6549,2.76,0.00,0.37,0.63,0.44,0.02,0.53,0.00,0.02,0.80,4.43
other_6550,3.49,0.00,0.82,0.00,0.04,0.00,0.66,0.00,0.01,0.84,4.13
other_6551,0.37,0.05,0.32,0.10,0.10,0.06,0.09,0.03,0.09,2.71,6.07
other_6552,2.57,0.00,3.74,0.43,0.02,0.00,0.34,0.00,0.00,0.03,2.86
other_6553,0.01,0.00,0.02,0.02,0.00,0.01,0.01,0.00,0.00,0.00,9.92
other_6554,0.26,0.04,0.91,0.07,0.54,0.02,0.71,0.02,0.07,1.19,6.16
other_6555,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6556,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.56,8.43
other_6557,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,9.63
other_6558,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,9.92
other_6559,0.00,0.23,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.19,9.56
other_6560,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.52,9.45
other_6561,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.38,9.58
other_6562,0.02,0.00,0.34,0.00,0.00,0.00,0.03,0.00,0.00,2.49,7.11
other_6563,4.18,0.00,0.38,0.00,0.00,0.06,0.01,0.00,0.00,0.63,4.74
other_6564,2.65,0.00,0.57,0.00,0.00,0.11,0.00,0.00,0.00,0.53,6.13
other_6565,3.67,0.00,0.31,0.00,0.00,0.06,0.00,0.00,0.00,0.32,5.63
other_6566,0.24,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,7.48,2.27
other_6567,0.01,0.07,0.07,0.00,0.01,0.05,0.01,0.00,0.00,0.00,9.79
other_6568,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.26,8.70
other_6569,2.85,0.00,2.45,0.01,0.01,0.00,3.61,0.01,0.00,0.00,1.05
other_6570,3.22,0.00,0.65,0.00,0.02,0.00,5.32,0.00,0.00,0.00,0.80
other_6571,0.00,0.26,5.35,0.02,0.00,0.00,0.00,0.00,0.00,0.01,4.36
other_6572,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.99
other_6573,0.01,0.00,0.01,0.00,0.00,0.09,0.10,0.00,0.00,4.72,5.06
other_6574,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,9.45
other_6575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,9.37
other_6576,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,9.37
other_6577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6578,0.00,0.00,0.00,0.00,3.67,0.03,0.01,0.00,0.00,3.45,2.84
other_6579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6581,0.02,0.01,0.04,0.02,0.00,0.10,0.00,0.00,0.00,1.39,8.42
other_6582,0.00,0.00,0.04,0.02,1.50,0.01,1.77,0.44,0.13,1.01,5.08
other_6583,0.00,0.03,0.51,0.09,0.16,0.00,0.10,0.00,0.02,1.55,7.53
other_6584,0.12,0.00,0.38,0.00,0.00,0.35,0.00,0.00,0.00,0.98,8.18
other_6585,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,9.63
other_6586,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.85,7.46
other_6587,0.06,0.00,0.01,0.03,1.21,0.07,1.12,0.00,0.05,0.28,7.18
other_6588,0.03,0.00,0.00,0.00,0.04,0.01,0.65,0.00,0.02,3.59,5.66
other_6589,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,9.91
other_6590,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83,4.83
other_6591,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.41,0.00,0.00,6.59
other_6592,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,9.96
other_6593,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6594,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6595,0.04,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.02,0.12,9.78
other_6596,0.00,0.03,0.01,0.00,0.01,0.01,0.15,0.00,0.05,0.02,9.73
other_6597,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6598,0.00,0.00,0.01,0.00,0.01,0.26,0.14,0.00,0.00,2.03,7.54
other_6599,0.01,0.00,0.00,0.13,0.03,0.28,0.04,0.00,0.00,4.04,5.47
other_6600,0.01,0.00,0.00,0.00,0.01,0.07,0.09,0.00,0.00,3.35,6.46
other_6601,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,4.21,5.71
other_6602,0.19,0.00,0.07,0.08,0.00,0.00,0.00,0.00,0.00,0.52,9.14
other_6603,0.02,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,1.01,8.42
other_6604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,8.99
other_6605,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,9.07
other_6606,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,9.01
other_6607,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.09,9.62
other_6608,0.05,0.02,2.74,0.22,0.00,0.86,1.00,0.00,0.05,0.03,5.02
other_6609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6611,0.01,0.00,1.00,0.12,2.86,0.00,0.05,0.23,0.00,1.85,3.89
other_6612,4.18,0.00,0.00,0.00,0.00,0.96,0.04,0.00,0.00,0.08,4.73
other_6613,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,5.33
other_6614,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,9.96
other_6616,0.04,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.78,9.15
other_6617,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,8.94
other_6618,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,9.95
other_6619,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.90
other_6620,1.43,0.00,0.12,0.01,0.03,0.04,0.00,0.00,0.00,6.02,2.35
other_6621,7.23,0.01,0.02,0.06,0.20,1.00,0.06,0.16,0.00,0.44,0.79
other_6622,0.00,0.00,0.03,0.00,0.00,0.00,0.63,0.00,0.00,0.02,9.31
other_6623,0.27,0.00,0.00,0.00,0.00,0.04,0.00,6.82,0.00,1.03,1.84
other_6624,0.08,0.00,0.48,0.02,0.00,0.02,0.42,5.18,0.00,1.92,1.89
other_6625,1.13,0.00,0.03,0.85,0.00,0.00,0.05,0.60,0.00,1.40,5.93
other_6626,0.51,0.00,0.01,0.95,0.00,0.01,0.00,0.01,0.00,0.01,8.49
other_6627,0.00,0.00,0.07,0.00,0.21,1.82,0.02,0.00,0.00,0.78,7.10
other_6628,0.26,0.01,0.90,0.09,0.02,0.88,0.05,0.09,0.00,1.95,5.74
other_6629,0.41,0.03,0.02,0.32,0.43,0.00,0.04,0.01,0.00,0.11,8.62
other_6630,1.08,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.05,7.11
other_6631,7.33,0.00,0.01,0.04,0.01,0.08,0.01,0.01,0.00,0.01,2.50
other_6632,0.16,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.95,8.87
other_6633,1.13,0.00,0.22,0.24,0.12,0.01,0.16,0.10,0.00,0.70,7.33
other_6634,0.01,0.00,0.11,0.01,0.91,0.00,0.36,0.67,0.00,0.20,7.72
other_6635,2.05,0.00,0.00,0.00,0.00,0.00,1.08,5.66,0.00,0.00,1.21
other_6636,0.01,0.00,0.84,1.97,0.02,0.00,0.01,0.03,0.00,0.03,7.10
other_6637,1.26,0.00,0.00,0.00,0.00,0.00,0.24,7.49,0.00,0.00,1.00
other_6638,0.01,0.00,0.25,1.86,0.09,0.00,0.02,0.01,0.00,0.04,7.72
other_6639,0.82,0.00,0.00,0.00,0.47,0.00,1.36,6.05,0.00,0.00,1.31
other_6640,1.95,0.00,0.16,0.00,0.00,0.01,0.06,3.51,0.00,0.05,4.24
other_6641,1.18,0.00,0.00,0.00,0.00,0.00,0.05,7.72,0.00,0.00,1.04
other_6642,2.19,0.00,0.02,0.00,0.07,0.01,2.13,1.77,0.00,0.03,3.77
other_6643,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,9.78
other_6644,0.26,0.00,1.22,0.67,0.00,0.00,0.00,3.45,0.00,0.06,4.34
other_6645,0.01,0.00,0.61,0.99,1.06,0.00,0.20,0.01,0.00,0.00,7.12
other_6646,1.81,0.00,0.47,0.01,0.01,0.00,0.00,4.03,0.00,0.01,3.66
other_6647,1.90,0.00,0.00,0.00,0.00,0.00,0.12,6.16,0.00,0.00,1.81
other_6648,0.03,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.18,9.77
other_6649,1.82,0.00,0.00,0.00,0.00,0.10,0.00,0.04,0.00,1.79,6.24
other_6650,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.83,7.99
other_6651,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91
other_6652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6653,0.00,0.00,0.00,0.00,0.00,0.37,0.01,0.03,0.00,0.16,9.42
other_6654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6655,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,9.97
other_6656,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6658,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9.67
other_6659,3.79,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,6.19
other_6660,8.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57
other_6661,0.21,0.00,0.51,0.31,0.00,0.01,0.01,0.00,0.00,0.21,8.74
other_6662,9.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
other_6663,6.48,0.00,1.20,0.00,0.00,0.00,0.03,0.00,0.00,0.12,2.16
other_6664,0.54,0.00,4.79,1.48,0.00,0.00,0.00,0.00,0.00,0.08,3.11
other_6665,1.06,0.00,2.61,0.64,0.01,0.00,0.00,0.00,0.00,0.10,5.58
other_6666,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90
other_6667,0.05,0.00,1.38,0.00,0.00,0.01,0.08,0.00,0.00,1.39,7.10
other_6668,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6669,2.60,0.00,0.00,0.00,0.00,1.27,0.01,0.06,0.00,2.18,3.87
other_6670,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.08,6.10
other_6671,0.03,0.00,0.16,0.00,0.02,0.00,0.07,0.00,0.00,2.47,7.24
other_6672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6673,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,9.61
other_6674,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98
other_6675,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,9.81
other_6676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,8.03
other_6677,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6678,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6679,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6680,3.15,0.00,0.00,1.44,0.30,0.06,0.55,0.00,0.00,0.00,4.50
other_6681,0.36,0.10,0.48,1.12,1.14,0.02,2.87,0.03,0.63,0.26,2.99
other_6682,1.42,0.08,0.00,0.75,0.06,0.02,0.04,0.00,0.00,0.02,7.62
other_6683,4.02,0.11,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,5.83
other_6684,1.84,0.01,1.03,4.73,0.10,0.00,0.24,0.00,0.00,0.01,2.04
other_6685,0.20,0.00,0.00,4.95,0.01,0.00,0.12,0.00,0.00,0.02,4.69
other_6686,0.01,0.00,0.00,2.24,0.02,0.00,0.31,0.00,0.00,0.01,7.41
other_6687,0.07,0.00,0.00,1.78,0.01,0.06,0.35,0.00,0.00,0.02,7.71
other_6688,1.87,0.00,1.03,0.01,0.00,0.91,0.00,0.02,0.00,0.10,6.04
other_6689,0.01,0.00,0.27,0.02,0.12,0.01,0.04,0.07,0.00,2.54,6.91
other_6690,0.00,0.00,0.79,0.31,0.00,0.00,0.00,0.01,0.00,1.71,7.17
other_6691,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.96,7.01
other_6692,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,2.05,7.70
other_6693,0.04,0.00,0.05,0.00,0.00,0.01,0.00,0.01,0.00,2.97,6.93
other_6694,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,3.09,6.87
other_6695,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.64,8.33
other_6696,0.01,0.00,0.20,0.00,0.04,0.00,0.01,0.02,0.00,2.26,7.45
other_6697,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,2.33,7.66
other_6698,0.01,0.00,0.31,0.00,0.01,0.01,0.01,0.01,0.00,1.33,8.32
other_6699,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.01,0.00,2.48,7.31
other_6700,0.00,0.00,1.75,0.01,0.00,0.00,0.00,0.00,0.00,0.04,8.20
other_6701,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.54
other_6702,0.00,0.00,0.51,0.00,0.01,0.00,0.01,0.00,0.00,2.15,7.32
other_6703,0.01,0.00,1.95,0.01,0.00,0.00,0.00,0.00,0.00,1.32,6.71
other_6704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,3.64,6.35
other_6705,0.00,0.00,0.95,0.01,0.00,0.00,0.00,0.00,0.00,1.00,8.04
other_6706,0.00,0.00,0.33,0.05,0.00,0.00,0.00,0.00,0.00,0.02,9.59
other_6707,0.00,0.00,1.61,0.01,0.00,0.00,0.00,0.00,0.00,1.65,6.72
other_6708,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98
other_6709,2.09,0.00,0.01,0.38,0.00,0.04,0.00,0.02,0.00,0.80,6.65
other_6710,2.73,0.00,0.00,0.28,0.00,0.40,0.00,0.00,0.00,0.50,6.08
other_6711,2.22,0.00,0.00,0.95,0.00,0.29,0.00,0.00,0.00,0.72,5.82
other_6712,5.27,0.00,0.00,0.79,0.00,0.01,0.00,0.07,0.00,0.57,3.28
other_6713,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.18,9.80
other_6714,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6715,0.00,0.00,0.15,0.00,0.00,0.00,0.02,0.00,0.00,0.06,9.77
other_6716,1.52,0.00,0.00,0.00,0.15,0.01,0.00,2.35,0.00,0.01,5.96
other_6717,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,2.74,7.13
other_6718,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,9.63
other_6719,2.77,0.00,0.00,0.99,0.02,0.00,0.02,0.00,0.00,0.81,5.39
other_6720,0.00,0.01,0.00,0.00,0.00,0.04,0.02,0.00,0.00,0.10,9.82
other_6721,1.30,0.06,2.03,0.11,0.04,0.08,0.19,0.07,0.01,0.17,5.94
other_6722,2.11,0.01,0.00,0.03,0.01,0.01,0.00,0.00,0.00,0.22,7.61
other_6723,3.33,0.01,0.05,0.00,0.01,0.01,0.03,2.56,0.00,0.88,3.11
other_6724,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.00,0.01,9.94
other_6725,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,9.96
other_6726,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.02,9.94
other_6727,0.01,0.00,1.74,0.07,0.06,0.01,2.32,0.00,0.01,0.02,5.76
other_6728,0.04,0.00,0.25,1.75,0.05,0.27,0.00,0.00,0.00,0.03,7.61
other_6729,0.00,0.01,0.06,3.85,0.20,0.01,0.07,0.00,0.00,0.00,5.81
other_6730,0.69,0.00,0.01,2.41,0.88,0.01,0.06,0.00,0.00,0.00,5.92
other_6731,0.57,0.00,0.02,0.89,1.09,0.09,0.04,0.00,0.00,0.04,7.25
other_6732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.17,2.83
other_6733,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,5.41
other_6734,2.02,0.01,0.01,0.00,0.69,0.13,0.03,0.00,0.00,0.11,7.00
other_6735,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6736,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6737,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6738,6.66,0.00,0.00,0.03,0.00,0.60,0.01,0.00,0.00,0.03,2.66
other_6739,0.05,0.00,4.28,0.00,0.00,0.58,0.01,0.00,0.00,0.95,4.11
other_6740,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.24,0.00,0.00,0.74
other_6741,0.01,0.00,0.03,0.00,0.02,0.00,0.93,0.00,0.03,0.01,8.97
other_6742,0.14,0.01,0.00,0.01,0.00,7.76,0.00,0.00,0.00,0.00,2.09
other_6743,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98
other_6745,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,9.64
other_6746,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.99,5.71
other_6747,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6748,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,9.92
other_6749,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6750,4.81,0.00,0.00,0.00,0.00,0.00,0.00,4.52,0.00,0.00,0.67
other_6751,1.46,0.00,0.00,0.00,0.12,0.16,0.29,4.42,0.00,0.14,3.40
other_6752,0.00,0.00,0.00,0.00,0.07,0.00,0.15,0.00,0.23,0.00,9.55
other_6753,0.00,0.00,0.00,0.00,0.08,0.00,0.32,0.00,0.51,0.00,9.08
other_6754,0.03,0.00,1.00,0.00,0.00,0.00,0.00,1.87,0.00,2.69,4.41
other_6755,2.31,0.04,1.03,0.36,0.64,0.02,0.05,0.01,0.03,4.13,1.37
other_6756,4.15,0.00,1.69,0.01,0.01,0.46,0.17,0.20,0.00,0.03,3.28
other_6757,0.04,0.07,0.07,0.00,0.01,0.01,0.04,0.00,0.00,0.00,9.75
other_6758,0.00,0.00,0.06,0.00,0.02,0.00,0.03,0.00,0.00,0.00,9.89
other_6759,0.00,0.02,0.01,0.02,0.52,0.00,0.22,0.03,0.10,0.14,8.94
other_6760,4.18,0.01,0.03,0.01,0.01,0.02,0.01,0.03,0.00,1.86,3.83
other_6761,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,9.80
other_6762,0.21,0.01,1.44,0.05,0.01,0.02,0.01,0.00,0.00,2.04,6.21
other_6763,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,9.80
other_6764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,9.81
other_6765,0.01,0.00,0.00,0.00,0.04,0.00,0.02,0.02,0.00,0.00,9.91
other_6766,0.00,0.00,4.67,1.62,0.85,0.00,0.96,0.00,0.00,0.39,1.50
other_6767,0.20,0.00,0.46,0.28,0.06,0.00,0.01,0.00,0.03,6.62,2.31
other_6768,2.14,0.00,0.00,0.80,0.07,0.01,0.01,0.00,0.87,0.00,6.10
other_6769,4.21,0.00,0.02,0.62,0.01,0.00,0.01,3.66,0.00,0.00,1.46
other_6770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6771,0.63,0.00,2.87,5.23,0.16,0.00,0.01,0.01,0.00,0.05,1.03
other_6772,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.18,9.81
other_6773,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6774,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,9.94
other_6775,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99
other_6777,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,9.97
other_6778,1.50,0.00,0.03,0.25,0.00,0.12,0.01,0.96,0.00,0.52,6.61
other_6779,1.26,0.00,0.01,0.12,0.01,0.09,0.01,1.58,0.00,0.29,6.63
other_6780,4.41,0.00,0.00,0.60,0.01,0.10,0.00,0.00,0.00,0.01,4.86
other_6781,0.86,0.00,0.03,0.09,0.01,0.07,0.01,1.78,0.00,0.35,6.80
other_6782,0.63,0.00,0.02,4.46,0.00,0.00,0.00,0.00,0.00,0.00,4.89
other_6783,3.31,0.01,0.00,0.75,0.01,0.05,0.00,0.00,0.00,0.02,5.85
other_6784,0.40,0.00,0.00,0.17,0.01,0.00,0.00,0.00,0.00,0.00,9.41
other_6785,1.66,0.00,0.04,0.07,0.01,0.15,0.02,0.76,0.00,0.83,6.47
other_6786,0.59,0.00,0.28,1.80,0.14,0.02,0.01,0.00,0.00,0.01,7.15
other_6787,0.00,0.00,0.69,1.38,0.10,0.02,0.00,0.26,0.00,0.01,7.54
other_6788,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.23,9.72
other_6789,0.02,0.02,0.00,0.04,0.06,0.00,0.07,0.00,0.00,0.45,9.33
other_6790,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,3.79,6.19
other_6791,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.45,9.52
other_6792,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,7.84
other_6793,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,6.00
other_6794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,7.89
other_6795,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,9.32
other_6796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,6.56
other_6797,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,9.79
other_6798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,9.89
other_6799,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,9.82
other_6800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
other_6801,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.99
other_6802,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
